States/UTs,Crime Head,18-30,30-45,45-60,60+,Total
Odisha,5.1.2 - Other Rape,0,0,0,0,0
Odisha,5.2 - Rape other than Custodial,1306,658,139,2,2105
Odisha,5.2.1 - Gang Rape,86,54,0,0,140
Odisha,5.2.2 - Other Rape,1220,604,139,2,1965
Odisha,6 - Attempt to commit Rape (Section 376/511 IPC),13,9,2,0,24
Odisha,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",1367,893,200,6,2466
Odisha,7.1 - Kidnapping & Abduction (Section 363 IPC),313,210,60,2,585
Odisha,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2,0,0,0,2
Odisha,7.3 - Kidnapping for Ransom (Section 364A IPC),1,7,3,0,11
Odisha,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),654,441,79,4,1178
Odisha,7.5 - Other Kidnapping,397,235,58,0,690
Odisha,"8 - Dacoity (Section 395,396-398 IPC)",954,660,367,5,1986
Odisha,8.1 - Dacoity with Murder (Section 396 IPC),0,0,0,0,0
Odisha,8.2 - Other Dacoity,954,660,367,5,1986
Odisha,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),327,161,63,0,551
Odisha,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",1458,929,235,7,2629
Odisha,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),1822,1451,538,21,3832
Odisha,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",1547,1192,392,21,3152
Odisha,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",275,259,146,0,680
Odisha,12 - Theft (Section 379 to 382 IPC),3929,2886,1109,52,7976
Odisha,12.1 - Auto Theft,1220,725,258,0,2203
Odisha,12.2 - Other Thefts,2709,2161,851,52,5773
Odisha,"13 - Unlawful Assembly (Section 143,144 & 145)",151,162,77,2,392
Odisha,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",5249,4831,1461,13,11554
Odisha,14.1 - Communal,4,3,1,0,8
Odisha,14.2 - Industrial,121,67,8,0,196
Odisha,14.3 - Political,91,90,25,0,206
Odisha,14.4 - Caste Conflict,397,319,113,2,831
Odisha,14.4.1 - SC/STs Vs. Non-SCs/STs,8,5,0,0,13
Odisha,14.4.2 - Other Caste Riots,389,314,113,2,818
Odisha,14.5 - Agrarian,50,12,1,0,63
Odisha,14.6 - Students,24,0,0,0,24
Odisha,14.7 - Sectarian,6,4,0,0,10
Odisha,14.8 - Other Riots,4556,4336,1313,11,10216
Odisha,15 - Criminal Breach of Trust (Section 406 to 409 IPC),252,285,141,2,680
Odisha,16 - Cheating (Section 420 IPC),635,1068,666,7,2376
Odisha,"17 - Forgery (Section 465, 468 & 471 IPC)",0,9,12,0,21
Odisha,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",17,9,0,0,26
Odisha,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
Odisha,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Odisha,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),17,9,0,0,26
Odisha,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),8,5,0,0,13
Odisha,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),6,0,0,0,6
Odisha,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),3,4,0,0,7
Odisha,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
Odisha,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,0,0,0,0
Odisha,19 - Arson (Section 435-436 & 438 IPC),244,256,76,0,576
Odisha,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2923,3402,2256,329,8910
Odisha,20.1 - Grievous Hurt (Section 325 & 326 IPC),2918,3400,2256,329,8903
Odisha,20.2 - Acid attack (Section 326A IPC),5,2,0,0,7
Odisha,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
Odisha,21 - Dowry Deaths (Section 304-B IPC),558,515,210,43,1326
Odisha,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),3326,2514,823,11,6674
Odisha,22.1 - Sexual Harassment (Section 354A IPC),520,390,90,4,1004
Odisha,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),505,495,134,6,1140
Odisha,22.3 - Voyeurism (Section 354C IPC),17,6,0,0,23
Odisha,22.4 - Stalking (Section 354D IPC),73,51,1,0,125
Odisha,22.5 - Others,2211,1572,598,1,4382
Odisha,23 - Insult to the Modesty of Women (Section 509 IPC),319,133,11,0,463
Odisha,23.1 - At Office premises,6,0,0,0,6
Odisha,23.2 - Places related to work other than Office,2,6,2,0,10
Odisha,23.3 - In Public Transport system,4,4,0,0,8
Odisha,23.4 - in Other Places,307,123,9,0,439
Odisha,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2437,2799,1166,119,6521
Odisha,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
Odisha,26 - Causing Death by Negligence (Section 304-A IPC),2343,1606,575,3,4527
Odisha,26.1 - Deaths due to negligent driving/act,2334,1577,572,3,4486
Odisha,26.2 - Deaths due to Other Causes,9,29,3,0,41
Odisha,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",4,0,1,0,5
Odisha,27.1 - Sedition (Section 124A IPC),3,0,1,0,4
Odisha,27.2 - Other offences against State,1,0,0,0,1
Odisha,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),15,0,0,0,15
Odisha,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),15,0,0,0,15
Odisha,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
Odisha,29 - Extortion (Section 384 - 389 IPC),241,185,18,0,444
Odisha,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Odisha,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),1890,1175,463,2,3530
Odisha,32 - Human Trafficking (Section 370 & 370A IPC),7,28,10,0,45
Odisha,33 - Unnatural Offences U/s 377 IPC,9,7,2,0,18
Odisha,34 - Other IPC crimes,12650,11631,5425,303,30009
Odisha,35 - Total Cognizable IPC crimes,46782,40661,17409,1011,105863
Punjab,1 - Murder (Section 302 IPC),446,621,277,13,1357
Punjab,2 - Attempt to commit Murder (Section 307 IPC),709,895,429,14,2047
Punjab,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),44,82,11,0,137
Punjab,4 - Attempt to commit Culpable Homicide (Section 308 IPC),14,50,11,0,75
Punjab,5 - Rape (Section 376 IPC),594,504,96,3,1197
Punjab,5.1 - Custodial Rape,0,0,0,0,0
Punjab,5.1.1 - Gang Rape,0,0,0,0,0
Punjab,5.1.2 - Other Rape,0,0,0,0,0
Punjab,5.2 - Rape other than Custodial,594,504,96,3,1197
Punjab,5.2.1 - Gang Rape,27,18,0,0,45
Punjab,5.2.2 - Other Rape,567,486,96,3,1152
Punjab,6 - Attempt to commit Rape (Section 376/511 IPC),90,46,3,1,140
Punjab,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",740,367,86,4,1197
Punjab,7.1 - Kidnapping & Abduction (Section 363 IPC),39,32,2,0,73
Punjab,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),12,13,17,2,44
Punjab,7.3 - Kidnapping for Ransom (Section 364A IPC),0,6,0,0,6
Punjab,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),398,205,50,2,655
Punjab,7.5 - Other Kidnapping,291,111,17,0,419
Punjab,"8 - Dacoity (Section 395,396-398 IPC)",68,74,10,0,152
Punjab,8.1 - Dacoity with Murder (Section 396 IPC),2,3,0,0,5
Punjab,8.2 - Other Dacoity,66,71,10,0,147
Punjab,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),404,260,19,0,683
Punjab,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",183,108,3,0,294
Punjab,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),1207,885,228,1,2321
Punjab,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",715,592,165,0,1472
Punjab,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",492,293,63,1,849
Punjab,12 - Theft (Section 379 to 382 IPC),2326,1725,497,3,4551
Punjab,12.1 - Auto Theft,753,568,132,1,1454
Punjab,12.2 - Other Thefts,1573,1157,365,2,3097
Punjab,"13 - Unlawful Assembly (Section 143,144 & 145)",0,0,0,0,0
Punjab,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",0,0,0,0,0
Punjab,14.1 - Communal,0,0,0,0,0
Punjab,14.2 - Industrial,0,0,0,0,0
Punjab,14.3 - Political,0,0,0,0,0
Punjab,14.4 - Caste Conflict,0,0,0,0,0
Punjab,14.4.1 - SC/STs Vs. Non-SCs/STs,0,0,0,0,0
Punjab,14.4.2 - Other Caste Riots,0,0,0,0,0
Punjab,14.5 - Agrarian,0,0,0,0,0
Punjab,14.6 - Students,0,0,0,0,0
Punjab,14.7 - Sectarian,0,0,0,0,0
Punjab,14.8 - Other Riots,0,0,0,0,0
Punjab,15 - Criminal Breach of Trust (Section 406 to 409 IPC),72,174,69,4,319
Punjab,16 - Cheating (Section 420 IPC),1338,2751,1125,43,5257
Punjab,"17 - Forgery (Section 465, 468 & 471 IPC)",10,38,14,1,63
Punjab,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",12,31,4,0,47
Punjab,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
Punjab,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Punjab,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),12,31,4,0,47
Punjab,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),9,22,0,0,31
Punjab,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),0,1,1,0,2
Punjab,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),0,2,1,0,3
Punjab,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
Punjab,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),3,6,2,0,11
Punjab,19 - Arson (Section 435-436 & 438 IPC),27,56,11,0,94
Punjab,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2261,2560,1079,17,5917
Punjab,20.1 - Grievous Hurt (Section 325 & 326 IPC),2253,2555,1079,17,5904
Punjab,20.2 - Acid attack (Section 326A IPC),6,5,0,0,11
Punjab,20.3 - Attempt to Acid Attack (Section 326B IPC),2,0,0,0,2
Punjab,21 - Dowry Deaths (Section 304-B IPC),56,97,33,0,186
Punjab,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),788,445,27,0,1260
Punjab,22.1 - Sexual Harassment (Section 354A IPC),247,111,5,0,363
Punjab,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),44,15,1,0,60
Punjab,22.3 - Voyeurism (Section 354C IPC),49,34,5,0,88
Punjab,22.4 - Stalking (Section 354D IPC),39,15,0,0,54
Punjab,22.5 - Others,409,270,16,0,695
Punjab,23 - Insult to the Modesty of Women (Section 509 IPC),21,22,0,0,43
Punjab,23.1 - At Office premises,0,0,0,0,0
Punjab,23.2 - Places related to work other than Office,1,2,0,0,3
Punjab,23.3 - In Public Transport system,0,0,0,0,0
Punjab,23.4 - in Other Places,20,20,0,0,40
Punjab,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),984,1132,587,17,2720
Punjab,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
Punjab,26 - Causing Death by Negligence (Section 304-A IPC),938,1075,390,22,2425
Punjab,26.1 - Deaths due to negligent driving/act,924,1058,390,22,2394
Punjab,26.2 - Deaths due to Other Causes,14,17,0,0,31
Punjab,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",0,0,0,0,0
Punjab,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
Punjab,27.2 - Other offences against State,0,0,0,0,0
Punjab,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),0,0,0,0,0
Punjab,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),0,0,0,0,0
Punjab,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
Punjab,29 - Extortion (Section 384 - 389 IPC),15,26,0,0,41
Punjab,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Punjab,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),581,542,228,7,1358
Punjab,32 - Human Trafficking (Section 370 & 370A IPC),0,0,1,0,1
Punjab,33 - Unnatural Offences U/s 377 IPC,54,17,0,0,71
Punjab,34 - Other IPC crimes,4616,5515,2188,34,12353
Punjab,35 - Total Cognizable IPC crimes,18598,20098,7426,184,46306
Rajasthan,1 - Murder (Section 302 IPC),834,869,430,32,2165
Rajasthan,2 - Attempt to commit Murder (Section 307 IPC),1922,1684,857,76,4539
Rajasthan,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),28,44,15,0,87
Rajasthan,4 - Attempt to commit Culpable Homicide (Section 308 IPC),164,166,85,0,415
Rajasthan,5 - Rape (Section 376 IPC),1556,829,291,2,2678
Rajasthan,5.1 - Custodial Rape,0,0,0,0,0
Rajasthan,5.1.1 - Gang Rape,0,0,0,0,0
Rajasthan,5.1.2 - Other Rape,0,0,0,0,0
Rajasthan,5.2 - Rape other than Custodial,1556,829,291,2,2678
Rajasthan,5.2.1 - Gang Rape,222,119,17,0,358
Rajasthan,5.2.2 - Other Rape,1334,710,274,2,2320
Rajasthan,6 - Attempt to commit Rape (Section 376/511 IPC),163,94,25,1,283
Rajasthan,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",1531,933,300,5,2769
Rajasthan,7.1 - Kidnapping & Abduction (Section 363 IPC),294,145,29,1,469
Rajasthan,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),23,11,4,0,38
Rajasthan,7.3 - Kidnapping for Ransom (Section 364A IPC),24,29,3,0,56
Rajasthan,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),582,348,98,2,1030
Rajasthan,7.5 - Other Kidnapping,608,400,166,2,1176
Rajasthan,"8 - Dacoity (Section 395,396-398 IPC)",173,78,12,0,263
Rajasthan,8.1 - Dacoity with Murder (Section 396 IPC),5,0,0,0,5
Rajasthan,8.2 - Other Dacoity,168,78,12,0,258
Rajasthan,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),316,167,25,0,508
Rajasthan,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",1134,531,194,3,1862
Rajasthan,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),1569,1021,504,10,3104
Rajasthan,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",1114,684,351,6,2155
Rajasthan,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",455,337,153,4,949
Rajasthan,12 - Theft (Section 379 to 382 IPC),5260,2839,1030,23,9152
Rajasthan,12.1 - Auto Theft,2163,1032,256,1,3452
Rajasthan,12.2 - Other Thefts,3097,1807,774,22,5700
Rajasthan,"13 - Unlawful Assembly (Section 143,144 & 145)",5796,4625,2159,229,12809
Rajasthan,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",859,1116,422,65,2462
Rajasthan,14.1 - Communal,18,19,2,0,39
Rajasthan,14.2 - Industrial,4,12,0,0,16
Rajasthan,14.3 - Political,0,0,0,0,0
Rajasthan,14.4 - Caste Conflict,0,0,0,0,0
Rajasthan,14.4.1 - SC/STs Vs. Non-SCs/STs,0,0,0,0,0
Rajasthan,14.4.2 - Other Caste Riots,0,0,0,0,0
Rajasthan,14.5 - Agrarian,76,86,16,3,181
Rajasthan,14.6 - Students,0,0,0,0,0
Rajasthan,14.7 - Sectarian,0,0,0,0,0
Rajasthan,14.8 - Other Riots,761,999,404,62,2226
Rajasthan,15 - Criminal Breach of Trust (Section 406 to 409 IPC),69,125,46,6,246
Rajasthan,16 - Cheating (Section 420 IPC),1302,2329,1523,210,5364
Rajasthan,"17 - Forgery (Section 465, 468 & 471 IPC)",369,568,305,30,1272
Rajasthan,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",10,39,3,0,52
Rajasthan,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",1,4,0,0,5
Rajasthan,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Rajasthan,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),9,35,3,0,47
Rajasthan,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),3,24,0,0,27
Rajasthan,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),5,10,2,0,17
Rajasthan,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),1,1,1,0,3
Rajasthan,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
Rajasthan,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,0,0,0,0
Rajasthan,19 - Arson (Section 435-436 & 438 IPC),201,208,84,8,501
Rajasthan,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2689,1835,910,89,5523
Rajasthan,20.1 - Grievous Hurt (Section 325 & 326 IPC),2679,1832,910,89,5510
Rajasthan,20.2 - Acid attack (Section 326A IPC),10,3,0,0,13
Rajasthan,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
Rajasthan,21 - Dowry Deaths (Section 304-B IPC),188,194,132,14,528
Rajasthan,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2953,1799,994,32,5778
Rajasthan,22.1 - Sexual Harassment (Section 354A IPC),196,165,460,2,823
Rajasthan,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),112,58,68,0,238
Rajasthan,22.3 - Voyeurism (Section 354C IPC),17,4,5,0,26
Rajasthan,22.4 - Stalking (Section 354D IPC),54,15,5,0,74
Rajasthan,22.5 - Others,2574,1557,456,30,4617
Rajasthan,23 - Insult to the Modesty of Women (Section 509 IPC),8,3,1,0,12
Rajasthan,23.1 - At Office premises,0,0,0,0,0
Rajasthan,23.2 - Places related to work other than Office,0,0,0,0,0
Rajasthan,23.3 - In Public Transport system,0,1,0,0,1
Rajasthan,23.4 - in Other Places,8,2,1,0,11
Rajasthan,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),4863,3763,2560,374,11560
Rajasthan,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
Rajasthan,26 - Causing Death by Negligence (Section 304-A IPC),2844,3403,1436,68,7751
Rajasthan,26.1 - Deaths due to negligent driving/act,2833,3372,1420,68,7693
Rajasthan,26.2 - Deaths due to Other Causes,11,31,16,0,58
Rajasthan,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",0,0,0,0,0
Rajasthan,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
Rajasthan,27.2 - Other offences against State,0,0,0,0,0
Rajasthan,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),6,18,5,0,29
Rajasthan,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),6,18,5,0,29
Rajasthan,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
Rajasthan,29 - Extortion (Section 384 - 389 IPC),145,163,75,1,384
Rajasthan,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Rajasthan,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),5649,5167,1850,134,12800
Rajasthan,32 - Human Trafficking (Section 370 & 370A IPC),6,9,1,0,16
Rajasthan,33 - Unnatural Offences U/s 377 IPC,19,12,4,0,35
Rajasthan,34 - Other IPC crimes,42133,38050,27068,2532,109783
Rajasthan,35 - Total Cognizable IPC crimes,84759,72681,43346,3944,204730
Sikkim,1 - Murder (Section 302 IPC),15,7,4,0,26
Sikkim,2 - Attempt to commit Murder (Section 307 IPC),9,6,0,0,15
Sikkim,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2,1,0,1,4
Sikkim,4 - Attempt to commit Culpable Homicide (Section 308 IPC),0,0,0,0,0
Sikkim,5 - Rape (Section 376 IPC),81,14,7,2,104
Sikkim,5.1 - Custodial Rape,0,0,0,0,0
Sikkim,5.1.1 - Gang Rape,0,0,0,0,0
Sikkim,5.1.2 - Other Rape,0,0,0,0,0
Sikkim,5.2 - Rape other than Custodial,81,14,7,2,104
Sikkim,5.2.1 - Gang Rape,2,0,0,0,2
Sikkim,5.2.2 - Other Rape,79,14,7,2,102
Sikkim,6 - Attempt to commit Rape (Section 376/511 IPC),4,4,2,0,10
Sikkim,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",21,15,0,0,36
Sikkim,7.1 - Kidnapping & Abduction (Section 363 IPC),7,6,0,0,13
Sikkim,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0,0,0,0,0
Sikkim,7.3 - Kidnapping for Ransom (Section 364A IPC),0,0,0,0,0
Sikkim,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),0,0,0,0,0
Sikkim,7.5 - Other Kidnapping,14,9,0,0,23
Sikkim,"8 - Dacoity (Section 395,396-398 IPC)",5,1,0,0,6
Sikkim,8.1 - Dacoity with Murder (Section 396 IPC),0,0,0,0,0
Sikkim,8.2 - Other Dacoity,5,1,0,0,6
Sikkim,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),0,0,0,0,0
Sikkim,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",9,15,0,0,24
Sikkim,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),83,31,1,0,115
Sikkim,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",58,22,1,0,81
Sikkim,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",25,9,0,0,34
Sikkim,12 - Theft (Section 379 to 382 IPC),89,50,1,0,140
Sikkim,12.1 - Auto Theft,9,4,0,0,13
Sikkim,12.2 - Other Thefts,80,46,1,0,127
Sikkim,"13 - Unlawful Assembly (Section 143,144 & 145)",11,6,0,0,17
Sikkim,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",393,288,60,6,747
Sikkim,14.1 - Communal,3,0,0,0,3
Sikkim,14.2 - Industrial,0,0,0,0,0
Sikkim,14.3 - Political,286,280,57,6,629
Sikkim,14.4 - Caste Conflict,11,4,3,0,18
Sikkim,14.4.1 - SC/STs Vs. Non-SCs/STs,0,0,0,0,0
Sikkim,14.4.2 - Other Caste Riots,11,4,3,0,18
Sikkim,14.5 - Agrarian,0,0,0,0,0
Sikkim,14.6 - Students,74,0,0,0,74
Sikkim,14.7 - Sectarian,0,0,0,0,0
Sikkim,14.8 - Other Riots,19,4,0,0,23
Sikkim,15 - Criminal Breach of Trust (Section 406 to 409 IPC),6,8,0,0,14
Sikkim,16 - Cheating (Section 420 IPC),29,38,1,0,68
Sikkim,"17 - Forgery (Section 465, 468 & 471 IPC)",5,2,0,0,7
Sikkim,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",1,3,1,0,5
Sikkim,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",0,0,0,0,0
Sikkim,18.2 - Counterfeiting Government Stamp (Section 255 IPC),0,0,0,0,0
Sikkim,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),1,3,1,0,5
Sikkim,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),0,0,0,0,0
Sikkim,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),1,3,1,0,5
Sikkim,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),0,0,0,0,0
Sikkim,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),0,0,0,0,0
Sikkim,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),0,0,0,0,0
Sikkim,19 - Arson (Section 435-436 & 438 IPC),3,6,0,0,9
Sikkim,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",46,32,2,0,80
Sikkim,20.1 - Grievous Hurt (Section 325 & 326 IPC),45,31,2,0,78
Sikkim,20.2 - Acid attack (Section 326A IPC),1,1,0,0,2
Sikkim,20.3 - Attempt to Acid Attack (Section 326B IPC),0,0,0,0,0
Sikkim,21 - Dowry Deaths (Section 304-B IPC),0,0,0,0,0
Sikkim,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),22,23,5,1,51
Sikkim,22.1 - Sexual Harassment (Section 354A IPC),8,3,4,1,16
Sikkim,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),0,1,0,0,1
Sikkim,22.3 - Voyeurism (Section 354C IPC),0,0,0,0,0
Sikkim,22.4 - Stalking (Section 354D IPC),4,0,0,0,4
Sikkim,22.5 - Others,10,19,1,0,30
Sikkim,23 - Insult to the Modesty of Women (Section 509 IPC),1,2,0,0,3
Sikkim,23.1 - At Office premises,0,0,0,0,0
Sikkim,23.2 - Places related to work other than Office,0,0,0,0,0
Sikkim,23.3 - In Public Transport system,0,0,0,0,0
Sikkim,23.4 - in Other Places,1,2,0,0,3
Sikkim,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2,3,1,0,6
Sikkim,25 - Importation of Girls from Foreign Country (Section 366-B IPC),0,0,0,0,0
Sikkim,26 - Causing Death by Negligence (Section 304-A IPC),55,27,1,0,83
Sikkim,26.1 - Deaths due to negligent driving/act,54,26,0,0,80
Sikkim,26.2 - Deaths due to Other Causes,1,1,1,0,3
Sikkim,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",0,0,0,0,0
Sikkim,27.1 - Sedition (Section 124A IPC),0,0,0,0,0
Sikkim,27.2 - Other offences against State,0,0,0,0,0
Sikkim,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),0,0,0,0,0
Sikkim,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),0,0,0,0,0
Sikkim,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),0,0,0,0,0
Sikkim,29 - Extortion (Section 384 - 389 IPC),3,1,0,0,4
Sikkim,30 - Disclosure of Identity of Victims (Section 228 A IPC),0,0,0,0,0
Sikkim,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),98,62,4,1,165
Sikkim,32 - Human Trafficking (Section 370 & 370A IPC),0,0,0,0,0
Sikkim,33 - Unnatural Offences U/s 377 IPC,0,1,0,0,1
Sikkim,34 - Other IPC crimes,124,160,17,0,301
Sikkim,35 - Total Cognizable IPC crimes,1117,806,107,11,2041
Tamil Nadu,1 - Murder (Section 302 IPC),1590,1890,658,66,4204
Tamil Nadu,2 - Attempt to commit Murder (Section 307 IPC),2264,2605,1310,112,6291
Tamil Nadu,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),6,47,12,1,66
Tamil Nadu,4 - Attempt to commit Culpable Homicide (Section 308 IPC),0,0,0,0,0
Tamil Nadu,5 - Rape (Section 376 IPC),432,258,62,0,752
Tamil Nadu,5.1 - Custodial Rape,0,0,0,0,0
